,job_id,title,rating,company,reviews,salary,location,skills,from_date,min_experience
0,0,Data Analyst,3.9,Realpage,323,0,None,"('Data Validation', 'Data Analysis', 'Data Cleansing', 'Data Collection', 'Excel', 'SQL', 'Analysis', 'Data')",1 Day,100
1,1,Hiring For Data Analyst role,3.4,Estee Advisors,28,0,"Gandhinagar, Gujarat","('c++', 'Data Analytics', 'Data Science', 'fresher', 'Data Analysis', 'Data Mining', 'Data Extraction', 'sql')",23 Days,0
2,2,Data Analyst,3.6,Dun & Bradstreet,231,400000,"Navi Mumbai, Maharashtra","('excel', 'communication skills', 'Data', 'Data analysis')",7 Days,1
3,3,Data Analyst,4.3,Digital Green,9,0,"New Delhi, Bangalore/Bengaluru","('Data analysis', 'Automation', 'Manager Quality Assurance', 'Data management', 'IVR', 'Business analytics', 'Analytical', 'Data collection')",6 Days,1
4,4,Data Analyst,0.0,Peopleplease Consulting,0,100000,Mumbai (All Areas),"('Data Extraction', 'Data reporting', 'Python', 'looker studio', 'Tableau Reporting', 'Data Processing', 'data visualization', 'Extraction')",1 Day,0
5,5,Opportunity For RRT Analyst - NTT DATA Services,3.9,NTT DATA Business Solutions Private Limited,502,0,"Noida, Uttar Pradesh, Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bangalore/Bengaluru","('DNS', 'VDI', 'Group Policy', 'citrix', 'Active Directory', 'MS Exchange', 'GPO', 'Citrix Server')",4 Days,1
6,6,Data Analyst,5.0,Micron Software,2,0,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara","('Supply chain', 'Data analysis', 'Operational excellence', 'Web analytics', 'Analytical', 'Data collection', 'microsoft', 'Continuous improvement')",6 Days,1
7,7,Data Analyst,3.3,Xenonstack,128,0,Mohali,"('Mining', 'Data analysis', 'Manager Quality Assurance', 'SAS', 'Diagnostics', 'Analytical', 'Programming', 'data visualization')",3 Days,1
8,8,Data Analyst (WFO),0.0,BLJ Tech Geeks,0,300000,"Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu","('SQL Development', 'Data Analysis', 'TSQL', 'SSAS', 'SSIS', 'Development', 'T-SQL', 'Ssa')",4 Days,1
9,9,Data Analyst,2.5,Zenheal Wellness,15,400000,Bangalore/Bengaluru,"('Data Analytics', 'Insights', 'Power Bi', 'Data Extraction', 'Advanced Excel', 'Tableau', 'SQL', 'Metabase')",14 Days,1
10,10,Data Analyst,4.0,Persolkelly India,71,0,Bangalore/Bengaluru,"('Google Analytics', 'Publishing', 'Analytical', 'SSRS', 'Scheduling', 'Data quality', 'SSIS', 'Business intelligence')",15 Days,1
11,11,Data Analyst - FinTech,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","('SQL', 'Data analysis', 'SAS', 'Coding', 'Process improvement', 'XML', 'Javascript', 'Data collection')",15 Days,1
12,12,Data Analyst - FinTech,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru","('Data Analysis', 'data mining', 'XML', 'JavaScript', 'SQL', 'Fintech', 'Data', 'Analysis')",15 Days,1
13,13,Data Analyst - FinTech,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR","('Data analysis', 'SAS', 'Coding', 'Process improvement', 'XML', 'Javascript', 'Data collection', 'SPSS')",15 Days,1
14,14,Data Analyst - FinTech,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Hyderabad/Secunderabad, Lucknow, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR","('data models', 'database design development', 'ETL frameworks', 'Excel', 'SAS', 'data mining', 'XML', 'Javascript')",15 Days,1
15,15,Data Analyst - FinTech,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Hyderabad/Secunderabad, Lucknow, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","('SQL', 'database design', 'Data analysis', 'SAS', 'XML', 'JavaScript', 'SPSS', 'Data mining')",15 Days,1
16,16,Data Analyst,3.0,Knoah Solutions Pvt Ltd,1130,0,Hyderabad/Secunderabad,"('Analytical skills', 'Excel', 'Database design', 'Business Data Analyst', 'Process improvement', 'Data collection', 'Information management', 'Data mining')",30+ Days,0
17,17,Data Analyst,3.3,Jar App,3,0,Bangalore/Bengaluru,"('Analytical skills', 'Data analysis', 'Backend', 'Excel', 'Web analytics', 'Wealth management', 'Report writing', 'Data quality')",30+ Days,0
18,18,Data Analyst,0.0,Augie,0,0,Bangalore/Bengaluru,"('Market analysis', 'Usage', 'Excel', 'Data collection', 'Database', 'Data Analyst', 'data visualization', 'Troubleshooting')",30+ Days,0
19,19,Data Analyst,3.3,St. John’s Research Institute,23,0,Bengaluru,"('Nutrition', 'Coding', 'CRC', 'Data Analyst', 'Research', 'Bioinformatics', 'Python', 'analysis')",30+ Days,0
20,20,Data Analyst,4.3,Rystad Energy,11,0,Bangalore/Bengaluru,"('Data analysis', 'Data management', 'Database design', 'Analytical', 'Machine learning', 'Algorithm development', 'Forecasting', 'Information technology')",30+ Days,0
21,21,Data Analyst,0.0,Mm Staffing & Career Consultants,0,0,Bangalore/Bengaluru,"('Microstrategy', 'Data analysis', 'SAS', 'Analytical', 'Data Analyst', 'Business intelligence', 'Analytics', 'Reporting tools')",30+ Days,0
22,22,Data Analyst,3.9,Cogencis Information Services Ltd,160,0,Mumbai,"('Data Entry', 'data mining', 'Data maintenance', 'Data Analysis', 'Data processing', 'Data Analyst', 'Process', 'Analysis')",15 Days,1
23,23,Data Analyst,4.4,Sanofi,916,0,Hyderabad/Secunderabad,"('Automation', 'Pharma', 'Project management', 'Business analytics', 'power bi', 'Market research', 'Business strategy', 'Digital marketing')",15 Days,1
24,24,Salesforce Data Analyst,0.0,Fulcrum Alm Solutions,0,0,Pune,"('IT services', 'Backend', 'Application support', 'Change management', 'Production support', 'Coding', 'Operations', 'Financial services')",9 Days,1
25,25,Data Analyst,3.2,Cindrebay School Of Fashion & Interior Design,9,0,"Hyderabad/Secunderabad, Coimbatore, Thodupuzha, Trivandrum/Thiruvananthapuram, Kochi/Cochin, Kolkata, Cannanore/Kannur, Indore, Nagpur, Pune, Lucknow, Calicut/Kozhikode, Bangalore/Bengaluru","('Secondary Data', 'Database Design Development', 'Business Data Analyst', 'Data Collection Systems', 'Data Analysis', 'Data Mining', 'Information Management', 'Data Analytics')",30+ Days,1
26,26,Data Analyst,0.0,Sourcegrids Consulting Llp,0,0,Bangalore/Bengaluru,"('Analytical skills', 'Business objects', 'Database design', 'Process improvement', 'Data collection', 'Design development', 'Data Analyst', 'Data analytics')",30+ Days,1
27,27,Data Analyst,5.0,Unusual Hire,2,0,Bangalore/Bengaluru,"('Computer science', 'Administration management', 'Data analysis', 'metadata', 'Process improvement', 'Data collection', 'Data Analyst', 'Data analytics')",30+ Days,1
28,28,Data Analyst,3.6,Diverse Lynx,164,0,Bangalore/Bengaluru,"('Data analysis', 'Statistical analysis', 'SAS', 'Data Analyst', 'Data analytics', 'Regression analysis', 'Data mining', 'Python')",30+ Days,1
29,29,DATA ANALYST,0.0,Miracle Hub,0,0,Surat,"('Process improvement', 'Data collection', 'Data Analyst', 'Data analytics', 'Management', 'analysis', 'analytics', 'improvement')",30+ Days,1
30,30,Data Analyst,0.0,Peroptyx,0,0,Remote,"('data analysis', 'Analysis', 'Data')",16 Days,0
31,31,Data Analyst,3.5,Educohire,5,0,Surat,"('Training', 'Sales', 'Corporate', 'Linguistics', 'Manager Technology', 'Market research', 'Data Analyst', 'Statistics')",30+ Days,0
32,32,Data Analyst,0.0,Right Step Consulting,0,0,"New Delhi, Gurgaon/Gurugram","('Product management', 'ERP', 'Data analysis', 'PHP', 'Data Analyst', 'Open source', 'Data mining', 'SQL')",30+ Days,0
33,33,Data Analyst,0.0,Pharmahopers,0,0,Chennai,"('Data Analyst', 'Data entry', 'Data analysis', 'Data')",18 Days,0
34,34,Data Analyst,4.2,Principal Global Investors,434,0,Pune,"('Statistical modeling', 'SAS', 'Db2', 'Project management', 'Analytical', 'Consulting', 'Business intelligence', 'Oracle')",30+ Days,0
35,35,Data Analyst,3.4,Sails Software Solutions,13,0,"Visakhapatnam/ Vizag, Andhra Pradesh","('Power Bi', 'Analytics', 'SQL', 'communication skills', 'Google Analytics', 'Tableau', 'Google', 'Data analysis')",29 Days,0
36,36,Data Analysts / HTML Editor,0.0,Ace Soft Export,0,0,Rajkot,"('Training', 'Adobe Acrobat', 'XML', 'Epub', 'HTML', 'Editor', 'Testing', 'Software testing')",27 Days,0
37,37,Data Analyst,1.1,Improx Data And Cloud Consulting,2,0,Pune,"('Operations Analyst', 'Data management', 'Coding', 'Data collection', 'Test cases', 'Continuous improvement', 'Information technology', 'SQL')",30+ Days,0
38,38,Data Analyst,0.0,Teplar Solutions,0,0,Coimbatore,"('Analytical', 'Litigation', 'Workflow', 'Customer support', 'Business Development Executive', 'Client interaction', 'Data Analyst', 'MS Office')",30+ Days,0
39,39,Data Analyst,2.8,Cointab Software,5,0,Mumbai (All Areas),"('Logical Approach', 'python', 'c++', 'data analysis', 'analytical', 'Analytical Skills', 'Data Interpretation', 'Problem Solving')",29 Days,0
40,40,Data Analysts / HTML Editor,1.9,I-tech Infonet,4,0,Rajkot,"('Training', 'Adobe Acrobat', 'PDF', 'XML', 'Epub', 'HTML', 'Editor', 'Testing')",30+ Days,0
41,41,Data Analyst,3.8,Post A Resume,17,0,Ahmedabad,"('Excel', 'MIS', 'Analytical', 'Retail analysis', 'Data Analyst', 'Retail business', 'analytics', 'data analysis')",30+ Days,0
42,42,Data Analyst,0.0,Primohunt Corporate,0,0,Pune,"('Analytical skills', 'Market study', 'Data analysis', 'Google Analytics', 'Coding', 'Database', 'Webtrends', 'Data Analyst')",30+ Days,0
43,43,Data Analyst,1.3,Ipro India,2,0,Chandigarh,"('SQL database', 'Database management', 'Debugging', 'query', 'Programming', 'power bi', 'Data Analyst', 'Data warehousing')",30+ Days,0
44,44,Data Analyst,0.0,Recruitrix Technologies,0,0,Hyderabad/Secunderabad,"('Graphics', 'Excel', 'Data management', 'Data Analyst', 'Statistics', 'management', 'data', 'data analysis')",30+ Days,0
45,45,Data Analyst,4.6,P S International HR Consultants,3,0,Mumbai,"('Automation', 'Networking', 'Configuration management', 'Agile', 'Workflow', 'Visual Studio', 'SSIS', 'microsoft')",30+ Days,0
46,46,Data Analyst,1.9,Timble Technologies,9,0,New Delhi,"('analyst', 'Data Analyst', 'Analysis', 'Data analysis', 'Data')",30+ Days,0
47,47,Data Analyst,0.0,Naukri Premium - Employer Services,0,0,Pune,"('excel', 'python', 'modeling', 'sql', 'analytics', 'data analysis', 'statistical modeling', 'Analysis')",17 Days,0
48,48,Data Analyst,0.0,Misya Beauty Tech,0,0,"New Delhi, Delhi(Kotla +1)","('data analysis', 'tableau', 'data extraction', 'data analytics', 'optimization', 'data mining', 'presentation skills', 'data visualization')",30 Days,1
49,49,Data Analyst,3.3,Vixplor Analytics,3,0,Kolkata,"('Computer science', 'Analytical', 'Data collection', 'Packaging', 'Data analytics', 'Mathematics', 'Data Analyst', 'Information technology')",30+ Days,1
50,50,Python Developer - Data Analyst,0.0,Skyislimit Technologies,0,0,Ernakulam,"('Power Bi', 'Python Developer', 'Javascript', 'Proposal Writing', 'Data Analyst', 'Mvc', 'Business Development', 'Data Analytics')",30+ Days,1
51,51,Data Analyst,0.0,Evov Solutions,0,0,Pune,"('Data analytics', 'Statistics', 'Python', 'analytics', 'data analysis', 'data')",30+ Days,1
52,52,Data Analyst,3.8,HyreFox Consultants Pvt Ltd,23,0,Jaipur,"('Process improvement', 'Data collection', 'Data analytics', 'Data Analyst', 'Management', 'improvement', 'analysis', 'data')",30+ Days,1
53,53,Data Analyst - FinTech,0.0,Primo Hiring,0,0,"Noida, Ghaziabad, Faridabad, Gurgaon/Gurugram, Delhi / NCR","('data analysis', 'SAS', 'Data Mining', 'SPSS', 'Data Analytics', 'Statistics', 'Analytics', 'Analysis')",17 Days,1
54,54,Data Analyst,4.2,Siemens,3777,0,Bangalore/Bengaluru,"('Business services', 'tableau', 'Publishing', 'Excel', 'Business analysis', 'Quality testing', 'Functional testing', 'Siemens')",30+ Days,1
55,55,Data Analyst,5.0,Nirihums Tech,2,0,"Lucknow, Uttar Pradesh","('Data Analysis', 'Data Research', 'Data Management', 'MS Office Tools', 'Data Extraction', 'Office', 'Extraction', 'Tools')",7 Days,1
56,56,Data Analyst,3.1,Icpa Health Products,146,0,Mumbai (All Areas)(Chakala),"('Data Analysis', 'Matplotlib', 'Advance Excel', 'Power point', 'Power BI', 'Google Forms', 'Dashboard', 'Tableau')",7 Days,1
57,57,Data Analyst,4.2,VSN International,33,0,Indore,"('Data Analysis', 'Creative Solutions', 'Accuracy', 'Power Bi', 'Data Churning', 'Data Interpretation', 'Structure Data', 'Dashboards')",3 Days,1
58,58,DATA ANALYST,3.6,Muthoot Finance,3819,0,Bangalore/Bengaluru,"('Data analysis', 'Usage', 'Diagnostics', 'Analytical', 'Corporate', 'Data quality', 'Data Analyst', 'Management')",30+ Days,1
59,59,Data Analyst,3.9,Wakefit Innovations,261,0,Bangalore/Bengaluru,"('Computer science', 'Business objects', 'SAS', 'Database design', 'XML', 'Javascript', 'Manager Quality Control', 'SPSS')",30+ Days,1
60,60,Data Analyst,4.1,Nineleaps,73,0,Bangalore/Bengaluru,"('Database design', 'XML', 'Analytical', 'Javascript', 'Healthcare', 'Business intelligence', 'microsoft', 'Data mining')",30+ Days,1
61,61,Online Data Analyst India,3.9,TELUS International,352,0,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","('BPO', 'Manager Quality Assurance', 'Social media', 'Machine learning', 'Agile', 'Data Analyst', 'Customer service', 'Research')",30+ Days,1
62,62,Data Analyst,4.2,Siemens,3777,0,Thane,"('Architecture', 'Database', 'Data Analyst', 'Analytics', 'Data', 'DBMS', 'Data analysis')",30+ Days,1
63,63,Data Analyst,4.6,Essenware,3,0,Hyderabad/Secunderabad,"('Coding', 'Data modeling', 'spark', 'XML', 'Analytical', 'Postgresql', 'Infrastructure', 'Data Analyst')",30+ Days,1
64,64,Data Analyst,3.2,Rpa Infotech,16,0,Gurgaon/Gurugram,"('Data analysis', 'MS SQL', 'Excel', 'Bfsi', 'Business analytics', 'Postgresql', 'MySQL', 'Predictive modeling')",30+ Days,1
65,65,Data Analyst,4.6,Essenware,3,0,Mumbai,"('Support Analyst', 'Data Analyst', 'Data', 'Data analysis')",30+ Days,1
66,66,Data Analyst,3.6,Tata Technologies,1754,0,Bangalore/Bengaluru,"('Cloud computing', 'Data analysis', 'Interpersonal skills', 'Machine learning', 'Statistical software', 'data integrity', 'data visualization', 'SQL')",27 Days,1
67,67,Data scientist / Data Analyst / AI Expert,4.0,Innovadors Lab,3,0,Bhubaneswar,"('elixir', 'Django', 'Intranet', 'Artificial Intelligence', 'Web development', 'Machine learning', 'SCALA', 'Open source')",30+ Days,1
68,68,Data Analyst,3.5,Addverb Technologies,185,0,Noida,"('3D', 'Automation', 'Sales', 'Simulation', 'Architecture', '3d architecture', 'PLC', 'Manager Technology')",30+ Days,1
69,69,Data Analyst,3.6,Indo Texnology,8,200000,Coimbatore,"('Team Management', 'Data Analysis', 'Delivery Management', 'Microcontroller', 'Programming', 'Embedded Software Development', 'Python', 'Data')",20 Days,0
70,70,Hiring - Data Analyst / Data Engineers,3.7,Codenera,13,300000,"Indore, Madhya Pradesh, Pune, Maharashtra, Mumbai (All Areas)","('data modeling', 'excel', 'performing analysis', 'data analytics', 'analytical', 'data mining', 'xml', 'spss')",15 Days,0
71,71,Data Analyst,4.3,Bright Capital,2,0,Bangalore/Bengaluru,"('data science', 'Data Analyst', 'Statistics', 'SQL', 'Python', 'Data', 'Data analysis', 'Science')",18 Days,1
72,72,Data Analyst,4.3,Codilar,52,0,Bangalore/Bengaluru,"('R', 'Python', 'SQL', 'data quality', 'data analysis', 'mixpanel', 'sql queries', 'product management')",25 Days,1
73,73,Data Analyst,4.4,Onjuno,4,0,Bangalore/Bengaluru,"('Computer science', 'tableau', 'Data modeling', 'Analytical', 'amazon redshift', 'power bi', 'Data Analyst', 'Operations')",29 Days,1
74,74,Data Analyst,3.9,RDA Labs,21,0,Bangalore/Bengaluru,"('query optimization', 'Database design', 'power bi', 'Routing', 'Data Analyst', 'Business strategy', 'Salesforce', 'SQL')",30+ Days,1
75,75,Data Analyst,0.0,Semikart,0,0,Bangalore/Bengaluru,"('Analytical skills', 'Basic', 'Excel', 'Data management', 'VBA', 'MIS', 'Data Analyst', 'Data entry operation')",30+ Days,1
76,76,Data Analyst,3.5,Freshtohome,67,0,Bangalore/Bengaluru,"('Supply chain', 'Data analysis', 'Analytical', 'Supply chain operations', 'Hadoop', 'Predictive modeling', 'Forecasting', 'Analytics')",18 Days,1
77,77,Data Analyst,0.0,Nextgrowth Labs,0,0,Bangalore/Bengaluru,"('Computer science', 'deep learning', 'Operations research', 'Usage', 'Senior Analyst', 'Gaming', 'Analytics', 'SQL')",30+ Days,1
78,78,data analyst,3.0,infoveave,16,0,Bangalore/Bengaluru,"('Data validation', 'Usage', 'Data analysis', 'Excel', 'Analytical', 'Advanced Excel', 'Data Analyst', 'Macros')",30+ Days,1
79,79,Data Analyst,2.6,Alliances Galore,20,0,Bangalore/Bengaluru,"('Data Analyst', 'Data', 'Data analysis')",30+ Days,1
80,80,Data Analyst,0.0,Etomate Technology,0,0,Bangalore/Bengaluru,"('Business process', 'Process automation', 'ERP', 'process integration', 'Project management', 'Business analytics', 'Business intelligence', 'Macros')",30+ Days,1
81,81,Data Analyst,0.0,"Quotient, Inc.",0,0,Bangalore/Bengaluru,"('Product management', 'Computer science', 'Publishing', 'Data management', 'Analytical', 'HTML', 'Data mining', 'Distribution network')",30+ Days,1
82,82,Data Analyst,3.6,Diverse Lynx,164,0,Bangalore/Bengaluru,"('metadata', 'Manager Quality Assurance', 'Data Analyst', 'Management', 'SQL', 'data profiling', 'data', 'quality management')",30+ Days,1
83,83,data analyst,4.4,Talent Zone Consultant,2,0,Bangalore/Bengaluru,"('Manager Quality Assurance', 'Analytical', 'Financial Instruments', 'Mutual funds', 'Machine learning', 'Scrum', 'Data Analyst', 'Mathematics')",30+ Days,1
84,84,Data Analyst,0.0,Xtreme Management Solutions,0,0,Bangalore/Bengaluru,"('Computer science', 'SAN', 'Data analysis', 'Coding', 'Analytical', 'Artificial Intelligence', 'Data processing', 'Data structures')",30+ Days,1
85,85,Data Analyst,3.0,V Align Technologies,6,0,Bengaluru,"('Data analysis', 'Data Analyst', 'Statistics', 'data', 'analysis')",30+ Days,1
86,86,Data Analysts,0.0,Cotocus Com,0,0,Bangalore/Bengaluru,"('Training', 'Analytical', 'E-commerce', 'Data Analyst', 'Continuous improvement', 'analytics', 'data', 'data analysis')",30+ Days,1
87,87,Data Analyst,3.6,Bsharp,4,0,Bangalore/Bengaluru,"('Usage', 'Data Analyst', 'User management', 'management', 'data', 'data analysis')",30+ Days,1
88,88,Data Analyst,3.7,Gravity-tech,3,0,Pune,"('Data analysis', 'Coding', 'Process improvement', 'SAS R', 'data governance', 'power bi', 'Predictive modeling', 'Statistics')",25 Days,1
89,89,Data Analyst,5.0,F5 Web Solutions,5,0,Hyderabad/Secunderabad,"('Training', 'Product engineering', 'Web technologies', 'data science', 'Machine learning', 'Agile', 'Data Analyst', 'Mobile applications')",30+ Days,1
90,90,Data Analyst,0.0,Capital Placement Services,0,0,"Panipat, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar","('Data Analyst', 'data', 'data analysis')",30+ Days,1
91,91,Data Analyst,3.4,Eteam,394,0,Pune,"('SQL queries', 'Data management', 'Banking', 'data governance', 'Data quality', 'Agile methodology', 'Data Analyst', 'JIRA')",30+ Days,1
92,92,Data Analyst,3.6,Diverse Lynx,164,0,Pune,"('IT Skills', 'Oracle', 'Business Analyst', 'Oracle SQL', 'Data Analyst', 'Data extraction', 'communication', 'extraction')",30+ Days,1
93,93,Looking For A Data Analyst-Andheri Immediate Joining (Males only),4.0,Millennium Organisation,32,200000,Mumbai (All Areas),"('Data Analysis', 'Business Strategy', 'advance excel', 'Finance', 'Data Management', 'POWERBI', 'MIS Reporting', 'Strategic Planning')",29 Days,1
94,94,Data Analyst,0.0,Vision Unlimited,0,300000,"Mohali, Chandigarh","('Excel', 'communication skills', 'Business Analytics', 'Data Analysis', 'Advanced Excel', 'kpo', 'Reporting', 'Data Analytics')",6 Days,1
95,95,Data Analyst - India's top International Airline,0.0,Intellecta Consultants,0,500000,"Gurgaon/ Gurugram, Haryana","('Cloud Databases', 'SQL', 'NoSQL', 'Data Warehousing', 'Data Analytics', 'Power Bi Tableau', 'Azure', 'Power Bi')",18 Days,1
96,96,Data Analyst,4.6,Accrualify India,11,0,Nagpur,"('Business objects', 'SAS', 'Database design', 'Process improvement', 'XML', 'Javascript', 'Data collection', 'SPSS')",30+ Days,1
97,97,Data Analyst,2.7,Intouchcx,90,0,Hyderabad/Secunderabad,"('Analytical skills', 'Excel', 'Database design', 'Business Data Analyst', 'Process improvement', 'Data collection', 'Information management', 'Data mining')",30+ Days,1
98,98,Data Analyst,4.7,Demandbase,9,0,Hyderabad/Secunderabad,"('data cleansing', 'SAN', 'Automation', 'Manager Quality Assurance', 'Data quality', 'data visualization', 'Data mining', 'SQL')",30+ Days,1
99,99,Data Analyst,4.7,Insideview Technologies,5,0,Hyderabad/Secunderabad,"('data cleansing', 'SAN', 'Automation', 'Usage', 'Manager Quality Assurance', 'Data quality', 'data visualization', 'Data mining')",30+ Days,1
100,100,Data Analyst,0.0,Sea And Beyond,0,0,"Madurai, Tirupur/Tiruppur, Salem, Chennai, Tiruchirapalli/Trichy, Coimbatore","('power bi', 'Data Analyst', 'Advanced Excel', 'Python', 'data', 'data analysis', 'bi', 'excel')",30+ Days,1
101,101,Data Analyst,3.5,Streamsource,2,0,Gurgaon/Gurugram,"('Automation', 'Backend', 'Finance', 'Manager Technology', 'Director', 'Data Analyst', 'Director Finance', 'Spectrum')",30+ Days,1
102,102,Data Analyst,0.0,Mindpeers,0,0,New Delhi,"('Data analysis', 'Business objects', 'SAS', 'Database design', 'Process improvement', 'XML', 'Javascript', 'Data processing')",30+ Days,1
103,103,Data Analyst,4.9,Mantras2success Consultants,8,0,Ahmedabad,"('Outbound', 'Front office', 'Data analysis', 'Data management', 'Back office', 'Data processing', 'Customer support', 'Scheduling')",30+ Days,1
104,104,Data Analyst,4.2,Signalx,17,0,Hyderabad/Secunderabad,"('Due diligence', 'Bloomberg', 'Legal compliance', 'Linux', 'Risk assessment', 'Forensic', 'Data Analyst', 'Analytics')",30+ Days,1
105,105,Data Analyst,4.2,Fashion Tv India,143,0,Mumbai,"('Operations management', 'Supply chain management', 'Data analysis', 'Usage', 'Sales forecasting', 'Data Analyst', 'Management', 'CRM sales')",18 Days,1
106,106,Data Analyst,3.4,Sahibandhu,15,0,Gurgaon/Gurugram,"('Product management', 'Analytical skills', 'Excel', 'Process improvement', 'Data collection', 'Data quality', 'Data Analyst', 'Python')",30+ Days,1
107,107,Data Analyst,3.9,Mercer,1043,100000,"Gurgaon/ Gurugram, Haryana","('Excel', 'compensation and benefits', 'data analysis', 'data analyst', 'Analysis', 'Benefits', 'Compensation', 'Data')",22 Days,1
108,108,OAS or OAC Data Analyst,4.0,Apps Associates,108,0,Hyderabad/Secunderabad,"('Business process', 'Change management', 'metadata', 'Version control', 'Analytical', 'Reconciliation', 'Design development', 'PLSQL')",30+ Days,1
109,109,Data Analyst,4.0,Intone Networks,22,0,Remote,"('data cleansing', 'Report generation', 'metadata', 'Manager Quality Assurance', 'data integrity', 'Data Analyst', 'Management', 'Troubleshooting')",23 Days,1
110,110,Data Analyst,4.6,DecisionTree Analytics and Services Private Limited,12,0,Gurgaon,"('MS SQL', 'Postgresql', 'MySQL', 'Senior Data Analyst', 'PHP', 'Informatica', 'SSIS', 'Data warehousing')",30+ Days,1
111,111,Data Analyst,4.0,Seven Consultancy (HR Solution),3,0,Chennai,"('Data Scientist', 'Big Data', 'Data Mining', 'Hr', 'Data Analyst', 'Analytics', 'Recruitment', 'Data analysis')",30+ Days,1
112,112,Data Analyst,4.0,Seven Consultancy (HR Solution),3,0,Mumbai,"('Data Scientist', 'Analytical', 'Big Data', 'Data Mining', 'Data Analyst', 'Analytics', 'Data analysis', 'Data')",30+ Days,1
113,113,Data Analyst,4.7,Zignaai,3,0,Hyderabad/Secunderabad,"('Team management', 'data science', 'Billing', 'Machine learning', 'healthcare analytics', 'Data Analyst', 'Management', 'Operations')",30+ Days,1
114,114,Data Analyst,3.5,Innovation Incubator Advisory,6,0,Remote,"('Computer science', 'Data modeling', 'Machine learning', 'Data Analyst', 'Data quality', 'Business solutions', 'Statistics', 'Analytics')",30+ Days,1
115,115,Data Analyst,3.8,Paramount Health Services,333,0,Thane,"('Analytical skills', 'Data analysis', 'Business analysis', 'Analytical', 'Machine learning', 'Data Analyst', 'Oracle', 'SDLC')",30+ Days,1
116,116,Data Analyst,4.1,GO MO Group,102,0,Pune,"('Excel', 'Networking', 'Primary research', 'Data research', 'Data collection', 'Market research', 'Talent Acquisition Executive', 'Research')",30+ Days,1
117,117,Credit Data Analyst,3.7,ION,108,0,Mumbai,"('Supply chain', 'Financial statements', 'Usage', 'Financial accounting', 'Fixed income', 'Finance', 'Workflow', 'Data Analyst')",30+ Days,1
118,118,Data Analyst (Deepika),3.1,Fusion Plus Solutions,9,0,Hyderabad/Secunderabad,"('Coding', 'Data modeling', 'XML', 'Analytical', 'Postgresql', 'Healthcare', 'Data Analyst', 'Operations')",30+ Days,1
119,119,Looking For A Data Analyst-Andheri Immediate Joining (Males only),4.0,Millennium Organisation,32,200000,Mumbai (All Areas),"('Data Analysis', 'Business Strategy', 'advance excel', 'Finance', 'Data Management', 'POWERBI', 'MIS Reporting', 'Strategic Planning')",29 Days,1
120,120,Data Analyst,3.6,Diverse Lynx,164,0,Pune,"('Change management', 'VBA', 'MIS', 'Billing', 'AS400', 'Data Analyst', 'Project life cycle', 'SQL')",30+ Days,1
121,121,Data Analyst,0.0,ASI Apex Sourcing,0,0,New Delhi,"('Data collection', 'Advanced Excel', 'Data Analyst', 'data analysis', 'data', 'excel', 'collections', 'analysis')",30+ Days,1
122,122,Data Analyst,4.5,Ipseity Group,11,0,Bhopal,"('Training', 'Data analysis', 'Excel', 'Process improvement', 'XML', 'Data collection', 'Data quality', 'Data Analyst')",30+ Days,1
123,123,Data Analyst,5.0,Legalwiz.in,5,0,Ahmedabad,"('Computer science', 'Analytical skills', 'Computer languages', 'Excel', 'Coding', 'data visualization', 'Data mining', 'Business intelligence')",30+ Days,1
124,124,Data Analyst,3.9,Response Informatics,14,0,Hyderabad/Secunderabad,"('Product pricing', 'Clinical operations', 'Wellness', 'Health management', 'Actuarial', 'healthcare analytics', 'Continuous improvement', 'SQL')",30+ Days,1
125,125,Data Analyst,0.0,Right Step Consulting,0,0,Gurgaon,"('Excel', 'Analytical', 'Market research', 'PHP', 'Data Analyst', 'Data quality', 'Data mining', 'Forecasting')",30+ Days,1
126,126,Data Analyst,0.0,Right Step Consulting,0,0,Gurgaon/Gurugram,"('MS Access', 'MySQL', 'PHP', 'Data Analyst', 'MS Office', 'Oracle', 'Business intelligence', 'Macros')",30+ Days,1
