,job_id,title,rating,company,reviews,salary,location,skills,from_date,min_experience
336,336,Senior Business Analyst,4.1,Flipkart,8611,0,"Bangalore/Bengaluru, Karnataka","('Business Analysis', 'Data Science', 'Azure ML', 'Azure Data Factory', 'Azure cloud', 'R', 'DevOps', 'Cloud')",15 Days,1
337,337,Analyst,0.0,Rudr Consultancy Services,0,0,Udaipur,"('BPO', 'Lead generation', 'Data analysis', 'Manager Quality Assurance', 'Customer satisfaction', 'Analytical', 'Quality audit', 'Data mining')",30+ Days,0
338,338,Jr Quantitative Analyst / Data Scientist,0.0,True Choice,0,0,Remote,"('Computer science', 'Data analysis', 'Business analysis', 'Machine learning', 'Econometrics', 'Enterprise software', 'Analytics', 'SQL')",30+ Days,1
339,339,Immediate opening For Data Scientist with 0 To 6 years of experience,3.3,Calpion Software Technologies,116,0,"Bangalore/ Bengaluru, Karnataka","('Data Science', 'Predictive Modeling', 'NLP', 'Artificial Intelligence', 'Machine Learning', 'Time Series', 'Deep Learning', 'Intelligence')",1 Day,0
340,340,Junior Data scientist / Analyst,0.0,Cheeron Life,0,0,"Hybrid - Aurangabad, Maharashtra","('Data Science', 'DSA', 'Business Analyst', 'Machine Learning', 'ETL', 'M', 'Python', 'Analysis')",30+ Days,1
341,341,Business Analyst,0.0,Webority,0,0,Gurgaon/Gurugram,"('Selection process', 'Business administration', 'Data analysis', 'PDF', 'Project implementation', 'Business analysis', 'Analytical', 'Agile')",30+ Days,0
342,342,Business Analyst,0.0,Intellimation.ai,0,0,Mumbai,"('Data analysis', 'Business Analyst', 'Data', 'Business analysis', 'Analysis')",30+ Days,0
343,343,Business Analyst,0.0,Yantraadhigam Labs,0,0,Ahmedabad,"('Data analysis', 'Interpersonal skills', 'Business Analyst', 'Business analysis', 'Time management', 'Analytical', 'Process improvement', 'Agile')",30+ Days,0
344,344,Business Analyst,4.5,Rchilli Inc.,8,0,Remote,"('Product management', 'Data analysis', 'Financial analysis', 'Competitive analysis', 'Project management', 'Process improvement', 'Analytical', 'Market research')",30+ Days,0
345,345,Business Analyst,0.0,Prym Solutions,0,300000,"Mumbai, Maharashtra(Nariman Point)","('data analysis', 'Business Development', 'data collection', 'Strategic Business Planning', 'Development', 'Business analysis', 'Collections', 'Planning')",24 Days,0
346,346,Business Analysts,4.3,Datamate Infosolutions (p) Ltd,21,0,Kochi/Cochin,"('Excel', 'Business Analyst', 'power bi', 'Business analysis', 'Bi', 'Analysts')",28 Days,0
347,347,Analyst - Business Intelligence,2.9,Redaptive,5,0,Pune,"('Automation', 'Excel', 'RDBMS', 'Machine learning', 'Manager Technology', 'data visualization', 'Business intelligence', 'commercial real estate')",30+ Days,0
348,348,Business Support Analyst,3.0,ClayHR,4,0,Ludhiana,"('Training', 'Customer service orientation', 'Web technologies', 'Healthcare', 'Data Analyst', 'Architecting', 'Customer experience', 'Business Support Analyst')",30+ Days,0
349,349,Associate Business Analyst,0.0,Right Step Consulting,0,0,Gurgaon,"('Data analysis', 'Payroll', 'Performance management', 'Management consulting', 'MS Office', 'Business intelligence', 'Business solutions', 'Powerpoint')",30+ Days,0
350,350,Business Analyst Trainee,4.9,Medtoureasy,115,0,Remote,"('Executive leadership', 'Business Analyst Trainee', 'Data analysis', 'tableau', 'data science', 'Business Analyst', 'Healthcare', 'data visualization')",30+ Days,0
351,351,Business Analyst,0.0,Startup Ca,0,0,New Delhi,"('Business process', 'Data analysis', 'Test scripts', 'Agile', 'Workflow', 'Scrum', 'Test cases', 'ITES')",30+ Days,0
352,352,Jr. Business Analyst,2.8,StepsOn Web,4,0,Kochi/Cochin,"('Junior Business Analyst', 'Solution design', 'Data analysis', 'Process mapping', 'Business Analyst', 'UAT', 'data visualization', 'Business solutions')",30+ Days,0
353,353,Business Analyst,1.9,Decent Jobs,2,0,Jaipur,"('Data analysis', 'Manager Quality Assurance', 'Business Analyst', 'Business analysis', 'Process documentation', 'Analytical', 'Relationship', 'Information technology')",30+ Days,0
354,354,Analyst Data Systems and Automation,3.4,Globalfoundries,53,0,Bangalore/Bengaluru,"('Supply chain', 'Data analysis', 'Change management', 'Automation', 'SAP', 'Process improvement', 'Consulting', 'Information technology')",28 Days,1
355,355,Data Research Analyst,3.6,Opkey,27,0,Noida,"('Data Research', 'ERP', 'Saas', 'Data Research Analyst', 'Zoominfo', 'Data Research Analysis', 'Linkedin Sales Navigator', 'Linkedin')",2 Days,1
356,356,Data Quality Analyst,0.0,Xion Pte Ltd,0,100000,Remote,"('Communication Skills', 'Data Quality', 'Data Entry', 'Have a flare for numbers', 'work well with people', 'Data analysis', 'Quality', 'Flare')",14 Days,1
357,357,Data and Research Analyst,0.0,Sitetracker,0,0,Bangalore/Bengaluru,"('SAN', 'Excel', 'Data management', 'Project management', 'Consulting', 'Telecommunication', 'Research', 'Private equity')",30+ Days,1
358,358,Data Research Analyst,3.7,Upadpro Software & Services,26,0,"Noida, Uttar Pradesh","('research', 'internet surfing', 'data research', 'email', 'communication skills', 'Data', 'Surfing', 'Internet')",1 Day,1
359,359,Global Data Management - Associate Analyst,4.2,Colgate-Palmolive (India),679,0,Mumbai,"('data cleansing', 'Data analysis', 'ERP', 'SAP', 'Data management', 'Data quality', 'HTTP', 'Operations')",30+ Days,1
360,360,Data Visualization Analyst,5.0,Unusual Hire,2,0,Bangalore/Bengaluru,"('Graphics', 'Computer science', 'Analytical skills', 'Analyst', 'Administration', 'Networking', 'Relationship', 'data visualization')",30+ Days,1
361,361,Senior Business Analyst,4.1,Flipkart,8611,0,Bangalore/Bengaluru,"('Azure Data Factory', 'Azure ML', 'R', 'Azure services', 'Azure SQL DB', 'Python', 'SQL', 'Data modelling')",29 Days,1
362,362,Data Scientist,3.8,ATG Business Solutions,20,100000,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)","('Data Scientist', 'PHD', 'Data Science', 'data mining', 'operations research', 'data visualization', 'Data Analytics', 'Operations')",2 Days,1
363,363,Senior Analyst,0.0,Black Brix,0,0,Bangalore/Bengaluru,"('Data analysis', 'Urban planning', 'Technical writing', 'Senior Analyst', 'Management consulting', 'Infrastructure', 'Healthcare', 'Powerpoint')",29 Days,0
364,364,Analyst I Retirement-Actuarial,3.9,Aon,1105,0,Gurgaon/Gurugram,"('Analytical skills', 'Analyst', 'Excel', 'Project management', 'Actuarial', 'Mathematics', 'Statistics', 'Auditing')",30+ Days,0
365,365,Deal Advisory Investment Banking Analyst,3.7,KPMG Global Services,4989,0,Gurgaon/Gurugram,"('Analytical skills', 'Financial statements', 'Data analysis', 'Excel', 'Investment Banking Analyst', 'Financial analysis', 'Relationship building', 'Client relationship')",30+ Days,0
366,366,Analyst-Technology,3.7,KPMG Global Services,4989,0,Noida,"('Excel', 'OOPS', 'Machine learning', 'Programming', 'Database', 'Manager Technology', 'Data structures', 'Python')",30+ Days,0
367,367,"Exec/ Sr. Exec- Financial Planning & Analysis
",4.0,Tata AIA Life Insurance,2149,0,Mumbai (All Areas),"('excel', 'Actuarial', 'python', 'power bi', 'Financial Planning', 'variance analysis', 'budgeting', 'finance')",14 Days,0
368,368,Investment Banking Business Analyst,0.0,NSB Consulting,0,600000,"Hybrid - Indore, Madhya Pradesh, Delhi / NCR, Mumbai (All Areas)","('Financial Analysis', 'Statistical Data Analysis', 'Report Writing', 'Presentation Skills', 'Strong Analytical', 'Numerical Ability', 'Investor Relations', 'Analytical Skills')",17 Days,0
369,369,Data Quality Developer I,4.5,Mouser Electronics,103,0,Bangalore/Bengaluru,"('Business process', 'Visual Basic', 'MS Access', 'JMX', 'XML', 'Analytical', 'Bpel', 'Data quality')",3 Days,0
370,370,Data Engineer,4.0,Spinny,742,0,Gurgaon/Gurugram,"('Computer science', 'Data analysis', 'RDBMS', 'Database design', 'Machine learning', 'Data quality', 'Predictive modeling', 'Data mining')",30+ Days,0
371,371,Data Engineer,4.1,Community Brands Software Development Solutions,17,0,Pune,"('Data analysis', 'Data modeling', 'Schema', 'Agile', 'Data processing', 'Data quality', 'Business intelligence', 'Apache')",30+ Days,0
372,372,Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP,0.0,Benovymed Healthcare,0,0,"Noida, Gurgaon/Gurugram, Delhi / NCR","('NLP', 'Data Science', 'Tensorflow', 'ANN', 'Data Scientist', 'Artificial Intelligence', 'Data Modeling', 'Machine Learning')",27 Days,0
373,373,Principal Data Scientist / Sr. Data Scientist / Data Scientist - NLP,0.0,Benovymed Healthcare,0,0,"Noida, Gurgaon/Gurugram, Delhi / NCR","('Machine Learning', 'Data Science', 'Predictive Modeling', 'NLP', 'Statistical analysis', 'Data Scientist', 'Artificial Intelligence', 'Data Modeling')",17 Days,0
374,374,Principal Data Scientist/Senior Data Scientist/Data Scientist,0.0,Benovymed Healthcare,0,0,"Noida, Gurgaon/Gurugram, Delhi / NCR","('Data Science', 'Tensorflow', 'NLP', 'Data Scientist', 'Artificial Intelligence', 'Data Modeling', 'Machine Learning', 'Numpy')",17 Days,0
375,375,Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/ML,0.0,Benovymed Healthcare,0,0,"Noida, Gurgaon/Gurugram, Delhi / NCR","('Data Science', 'Tensorflow', 'NLP', 'Data Scientist', 'Artificial Intelligence', 'Data Modeling', 'Machine Learning', 'Numpy')",30+ Days,0
376,376,Data Scientist-Junior,0.0,Talentify,0,800000,"Hybrid - Chennai, Bangalore/Bengaluru, Delhi / NCR","('python', 'r', 'Quality', 'Production', 'Data')",30+ Days,0
377,377,Junior Data Scientist,3.0,Mareana,4,0,Bangalore/Bengaluru,"('Supply chain', 'Business process', 'Linux', 'Data modeling', 'Machine learning', 'Life sciences', 'Regression analysis', 'Troubleshooting')",30+ Days,0
378,378,Junior Data Scientist,0.0,Analytos,0,0,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","('Text mining', 'deep learning', 'NoSQL', 'RF', 'data science', 'Data research', 'Data modeling', 'Manager Technology')",30+ Days,0
379,379,SMB Data Research Analyst,4.5,Forbes Advisor,7,0,Chennai,"('Data analysis', 'Analytical', 'Data collection', 'SMB', 'Manager Quality Control', 'Gaming', 'SQL', 'Python')",15 Days,1
380,380,Education - Data Research Analyst,4.5,Forbes Advisor,7,0,Chennai,"('Software testing', 'Data analysis', 'data manipulation', 'Analytical', 'Data collection', 'Data Research Analyst', 'Manager Quality Control', 'SQL')",15 Days,1
381,381,Data Scientist - Engine Algorithm,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","('Data Science', 'Data Scientist', 'Data Management', 'Data Visualization', 'Data Modeling', 'Data Analytics', 'PhD', 'Analytics')",15 Days,1
382,382,Data Scientist - Engine Algorithm,0.0,Primo Hiring,0,0,"Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR","('Data Visualization', 'Data Science', 'Data Scientist', 'Data Management', 'Data Modeling', 'Data Analytics', 'PhD', 'Analytics')",15 Days,1
383,383,Data Scientist - Engine Algorithm,0.0,Primo Hiring,0,0,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","('Python', 'Data Science', 'Data Scientist', 'Data Management', 'Data Visualization', 'Data Modeling', 'Data Analytics', 'Analytics')",15 Days,1
384,384,"Data Scientist I, Tech",4.2,Uber,616,0,Bangalore/Bengaluru,"('Product management', 'Data analysis', 'Operations research', 'Machine learning', 'Data quality', 'Continuous improvement', 'Customer engagement', 'Analytics')",30+ Days,1
385,385,Assistant Manager -Business Analyst (Risk Management),4.1,Flipkart,8611,0,Bangalore/Bengaluru,"('Business Analysis', 'risk management', 'data analysis', 'data analytics strategy', 'commercial lending', 'Data analytics', 'Analytics', 'Commercial')",7 Days,1
386,386,"Analyst, Client Onboarding/Transitions/Conversions/Know Your Client",4.1,BNY Mellon,3072,0,Pune,"('Relationship management', 'Data analysis', 'Due diligence', 'Project management', 'Consulting', 'Account management', 'Operations', 'client onboarding')",30 Days,0
387,387,Associate Analyst (6 months contract) - Mumbai,4.4,Nielsen,15,100000,Mumbai (All Areas),"('excel', 'communication skills', 'English', 'fresher', 'verbal communication', 'Contracts')",18 Days,0
388,388,Trainee Data Scientist,3.8,Technovert Solutions,51,0,Hyderabad/Secunderabad,"('Data Science', 'Python', 'SQL', 'Data Engineering', 'machine learning', 'Science', 'Machine', 'Engineering')",1 Day,0
389,389,Intern -jr Data Scientist,2.3,Corner Tree Consulting,4,0,Bangalore/Bengaluru,"('Analytical skills', 'Intern', 'Signal processing', 'Manager Technology', 'Programming', 'Internship', 'Python', 'Analytics')",30+ Days,0
390,390,Product Data Scientist,0.0,Sundial,0,0,Bangalore/Bengaluru,"('Economics', 'Analytical', 'Programming', 'Statistics', 'Analytics', 'Data', 'Program')",30+ Days,0
391,391,Crypto Data Scientist Intern (US-Remote),0.0,Token Metrics,0,0,Bangalore/Bengaluru,"('Analytical skills', 'Retail', 'Statistical analysis', 'data science', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Internship')",30+ Days,0
392,392,Data Scientist- US MNC,0.0,Aspyra Hr Services,0,500000,"Hybrid - Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru","('python', 'Artificial Intelligence', 'Natural Language Processing', 'Neural Networks', 'machine learning', 'Deep Learning', 'sql', 'Data Science')",20 Days,0
393,393,Data Research Analyst,0.0,Excelgens Consulting Services India,0,300000,Remote,"('Web Research', 'data management', 'Excel', 'Secondary Research', 'Data Integrity', 'Research Analysis', 'data research', 'Data Cleansing')",30 Days,1
394,394,Analyst (Data Operations) ,0.0,"Biltrax Const, Data Research Insight",0,0,Navi Mumbai,"('Analyst', 'Hospitality', 'Operations Manager', 'Manager Quality Assurance', 'Data management', 'Data collection', 'Healthcare', 'Data quality')",30+ Days,1
395,395,Associate Data Quality Assurance Analyst,4.5,CVM Solutions,9,0,Hyderabad/Secunderabad,"('Data analysis', 'Manager Quality Assurance', 'Data management', 'Primary research', 'Hoovers', 'Data quality', 'Troubleshooting', 'MS Office')",30+ Days,1
396,396,Associate Data Quality Assurance Analyst,4.5,CVM Solutions,9,0,Hyderabad/Secunderabad,"('Data analysis', 'Manager Quality Assurance', 'Data management', 'Primary research', 'Hoovers', 'Data quality', 'Troubleshooting', 'MS Office')",30+ Days,1
397,397,Data Quality Analyst,4.4,Sanofi,916,0,Hyderabad/Secunderabad,"('Automation', 'Data modeling', 'Business analytics', 'Healthcare', 'Data quality', 'Informatica', 'Business intelligence', 'SQL')",30+ Days,1
398,398,Analyst Sustainability/ESG DATA Quality,3.2,Burndy,17,0,"Kochi/ Cochin, Kerala, Ernakulam, Kerala","('Excel', 'ESG & Sustainability', 'Data', 'Data analysis', 'Sustainability', 'Quality', 'Data quality', 'ERM')",16 Days,1
399,399,Data Science Analyst,0.0,Ira Commerce,0,0,Hyderabad/Secunderabad,"('data science', 'Senior Analyst', 'Analytical', 'Programming', 'Analytics', 'Python', 'senior', 'data')",30+ Days,1
400,400,"Financial, Data Modeling & Research Analyst",5.0,Ideatree,2,0,Mumbai,"('English', 'Data modeling', 'Billing', 'Tools', 'Stores', 'Business intelligence', 'Cards', 'Microsoft Excel')",30+ Days,1
401,401,Data Entry Analyst,5.0,Patio Digital,2,0,Raipur,"('Analyst', 'Computer hardware', 'Excel', 'Office equipment', 'Data Entry Clerk', 'Database', 'Customer service', 'MS Office Word')",30+ Days,1
402,402,Data Research Analyst,0.0,Elision Technologies,0,0,Ahmedabad,"('BPO', 'Telecom', 'Data Research Analyst', 'IT sales', 'Customer support', 'Customer service', 'Data mining', 'CRM')",30+ Days,1
403,403,Data Solutions Analyst 3 | Sal upto 13 LPA | Noida,0.0,Spark Consultancy,0,400000,"Delhi / NCR, India","('SAS', 'stat', 'Power BI', 'Report Design', 'Data Management', 'SQL Queries', 'data analyst', 'SQL')",28 Days,1
404,404,Data Solutions Analyst 3 | Sal upto 13 LPA | Noida,0.0,Spark Consultancy,0,400000,"Noida, India","('SAS', 'stat', 'Power BI', 'Report Design', 'Data Management', 'SQL Queries', 'data analyst', 'SQL')",28 Days,1
405,405,"Financial, Data Modeling & Research Analyst",4.8,ePaisa,2,0,Mumbai,"('English', 'Data modeling', 'Billing', 'Tools', 'Stores', 'Business intelligence', 'Cards', 'Microsoft Excel')",30+ Days,1
406,406,Data Processing Analyst - Research Operations,3.6,Savanta,4,0,"Noida, Delhi","('Career development', 'Data analysis', 'Diversity and Inclusion', 'Market research', 'Data processing', 'Data Processing Analyst', 'Data Analyst', 'SPSS')",30+ Days,1
407,407,Banking Data Management Analyst,3.3,Citco,495,0,Hyderabad/Secunderabad,"('Analytical skills', 'Business administration', 'Economics', 'Career development', 'Corporate governance', 'static data', 'Financial operations', 'data management analyst')",23 Days,1
408,408,Data Quality Analyst,4.0,Business Television India,3,0,Mumbai,"('Market analysis', 'Change management', 'Bloomberg', 'Fixed income', 'Swaps', 'Data Quality Analyst', 'Operations', 'Monitoring')",30+ Days,1
409,409,Data Visualization Analysts,0.0,Ira Commerce,0,0,Hyderabad/Secunderabad,"('SQL queries', 'Bi Testing', 'KPI', 'Schema', 'power bi', 'Data warehousing', 'Testing', 'sql')",30+ Days,1
410,410,"Analyst , Campaign Data Management",3.5,Cvent,335,0,Gurgaon/Gurugram,"('Global marketing', 'Hospitality', 'Database marketing', 'Email marketing', 'Campaign management', 'Data management', 'Event management', 'Marketing campaigns')",30+ Days,1
411,411,Data Research Analyst,5.0,Roverpath Ites,2,0,Pune,"('Typing speed', 'Data Research Analyst', 'Research', 'Data', 'Typing', 'Data research')",30+ Days,1
412,412,SEO Analyst,5.0,Data Outsourcing India,4,0,New Delhi,"('f page optimization', 'optimization', 'strategies', 'implementing', 'link building', 'html', 'seo', 'monitoring')",30+ Days,1
413,413,SEO Analyst,5.0,Data Outsourcing India,4,0,New Delhi,"('blogging', 'optimization', 'strategies', 'management', 'link building', 'link', 'off page optimization', 'html')",30+ Days,1
414,414,Intern - Data Analytics,4.3,Arcadis Consulting India Pvt. Ltd,165,0,Bangalore/Bengaluru,"('None',)",None,100
415,415,"Intermediate Representative, Data Management Operations",4.1,BNY Mellon,3072,0,"Madurai, Tirupur/Tiruppur, Salem, Chennai, Tiruchirapalli/Trichy, Coimbatore","('SQL queries', 'Operations management', 'Data analysis', 'Data management', 'Client support', 'Data quality', 'Technology solutions', 'Financial services')",8 Days,0
416,416,Data Scientist / Advanced Analytics - Machine Learning,3.5,E2E Infoware,20,0,"Chennai, Bangalore/Bengaluru","('advanced analytics', 'deep learning', 'Artificial Intelligence', 'R Programming', 'Machine learning', 'Python', 'analytics', 'machine')",30+ Days,1
417,417,Senior Analyst,0.0,Black Brix,0,0,Chennai,"('Analyst', 'Data analysis', 'Urban planning', 'Technical writing', 'Management consulting', 'Healthcare', 'Powerpoint', 'MS Office Word')",26 Days,0
418,418,Senior Analyst,0.0,Black Brix,0,0,Kolkata,"('Bengali', 'Data analysis', 'Urban planning', 'Technical writing', 'Senior Analyst', 'Management consulting', 'Infrastructure', 'Healthcare')",29 Days,0
419,419,Gis analyst/Senior Gis analyst,3.7,Amnex,134,0,Ahmedabad,"('GIS', 'Data analysis', 'Image processing', 'Report writing', 'Data collection', 'Database', 'GIS software', 'MS Office')",30+ Days,0
420,420,Content Analyst,4.8,Betanxt,4,0,Bangalore/Bengaluru,"('Data analysis', 'Corporate actions', 'VLOOKUP', 'Reconciliation', 'Customer service', 'Troubleshooting', 'MS Office', 'Technical support')",8 Days,0
421,421,Associate Analyst,4.3,Lowes Services India Private limited,545,0,Bangalore/Bengaluru,"('Data analysis', 'Data management', 'Illustrator', 'Content writing', 'Troubleshooting', 'MS Office', 'Photoshop', 'Adobe')",15 Days,0
422,422,"Freshers Walk-in, Video Analyst (Non-Technical) 25 Positions Opened",0.0,Delta Software Solutions,0,200000,None,"('Communication Skills', 'Fresher', 'Post Graduate', 'Video Analyst', 'Graduate', 'Video', 'Positioning', 'Post')",13 Days,100
423,423,Data Engineer _GCP,3.5,Tiger Analytics,341,0,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","('GCP', 'big data analytics', 'Debugging', 'Data processing', 'Analytics', 'Monitoring', 'processing', 'data')",30+ Days,1
424,424,"India Junior Analyst, Process",3.6,WM Logistics,113,0,Indore,"('Junior Analyst', 'Data analysis', 'Data collection', 'Market research', 'Marketing', 'Collections', 'Research', 'Data')",30+ Days,0
425,425,Walk in Fresher/Expr For Global MNC's For  For MIS Analyst/Operations,0.0,Wisdom Bridge Consultants,0,300000,"Bangarapet, Karnataka, Malur, Karnataka, Kolar, Karnataka, Dod Ballapur, Karnataka, Tumkur, Karnataka, Devanahalli, Karnataka, Nelamangala, Karnataka, Hosakote, Karnataka, Bangalore Rural, Karnataka","('Data Interpretation', 'Data Management', 'Data Analysis', 'Data Validation', 'MIS Preparation', 'Countif', 'Any Graduate', 'Query Management')",23 Days,0
426,426,Data Scientist - Phd only,1.2,Anurag Electronic Gujarat,6,100000,Mumbai,"('Natural Language Processing', 'Phd', 'Deep Learning', 'Data Science', 'Process', 'Science', 'Processing', 'Data')",7 Days,0
427,427,MIS Executive and Analyst,2.5,Nutragenix Healthcare Pvt Ltd,10,100000,Mumbai (All Areas),"('Excel', 'Advanced Excel', 'VLOOKUP', 'Conditional Formatting', 'Pivot', 'MIS', 'Formatting', 'Analysis')",18 Days,0
428,428,Data Analytics Intern,2.5,Reliance Games,11,0,Pune,"('MS SQL', 'Data analysis', 'data science', 'MySQL', 'Conceptualization', 'Predictive modeling', 'DBMS', 'Oracle')",30+ Days,0
429,429,Business Operations Analyst,4.1,Accenture,39812,0,Bangalore/Bengaluru,"('Data analysis', 'Program Management', 'Business analysis', 'Project management', 'Forecasting', 'financial management', 'Customer service', 'Finance')",18 Days,1
430,430,Business Operations Analyst,4.0,Qualcomm,616,300000,Bangalore/Bengaluru,"('device', 'Laptop', 'Tablets', 'Television', 'audio', 'video', 'Smart phone', 'Speaker')",28 Days,1
431,431,Systems Analyst,3.1,Bioclinica,472,0,Bangalore/Bengaluru,"('Mining', 'Data management', 'Analytical', 'Pharma', 'Clinical trials', 'Healthcare', 'Support services', 'SAS Programming')",30+ Days,0
432,432,Product Analyst Associate,4.0,Nbyula - Skillizens Without Borders,3,0,Bangalore/Bengaluru,"('Automation', 'Data analysis', 'Project management', 'Analytical', 'Social media', 'German', 'Scheduling', 'SIP')",30+ Days,0
433,433,Analyst - Agricultural,0.0,Agre Strategies,0,0,Bangalore/Bengaluru,"('Agricultural Research', 'Agri-Business Management', 'Commodity Analyst', 'Commodity Research', 'Agronomist', 'AgRe research', 'Agricultural Economics', 'Analysis')",19 Days,0
434,434,Associate Analyst,4.3,Lowes Services India Private limited,545,0,Bangalore/Bengaluru,"('Data analysis', 'Data management', 'Illustrator', 'Content writing', 'Troubleshooting', 'MS Office', 'Photoshop', 'Adobe')",21 Days,0
435,435,Research Analyst - Content Writing,0.0,Global Professional Services,0,0,"Temp. WFH - Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","('content writing', 'data analysis', 'writing', 'open-source intelligence', 'data collection', 'Due Diligence Dossiers', 'Analysis', 'Intelligence')",23 Days,0
436,436,Sales Analyst,3.9,Netapp,257,0,Hybrid - Bangalore/Bengaluru,"('Quote Preparation', 'Quote Management', 'customer relationship', 'quo', 'Hardware Sales', 'sales', 'Communication Skills', 'Sales Support')",23 Days,0
437,437,Video Analyst Trainee,0.0,Innovary Technologies,0,0,Bengaluru,"('Training', 'Voice process', 'Data analysis', 'video analyst', 'Time management', 'Programming', 'Data quality', 'MS Office')",30+ Days,0
438,438,Data Entry Executive,0.0,Shree Balaji Biofuels,0,100000,None,"('Tally Software', 'Typing Speed', 'Advanced Excel', 'Tally', 'Data entry', 'Excel', 'Data', 'Software')",1 Day,100
439,439,Digital Marketing Analyst,3.2,Smartsign Design,8,300000,Jaipur,"('competitive market analysis', 'ms excel', 'Digital Marketing', 'Branding', 'Online Marketing', 'Data Analysis', 'SEO', 'internet marketing')",1 Day,0
440,440,Market Research Analyst - R&D - IIM/ISB/SPJ/FMS/MDI/XLRI,2.3,Lotus Interworks Inc,17,0,"Kolkata, Mumbai, Hyderabad/Secunderabad, Ahmedabad","('market research', 'data analysis', 'product development', 'Mdi', 'Market analysis', 'R', 'Development', 'IBS')",1 Day,0
441,441,Power Fundamentals Analyst,4.3,Rystad Energy,11,0,Bangalore/Bengaluru,"('Excel', 'Renewable energy', 'NPV', 'Analytical', 'Programming', 'Power sector', 'Forecasting', 'MATLAB')",30+ Days,0
442,442,Opening For Engineering - Associate Analyst,4.2,Colgate-Palmolive (India),679,0,Mumbai,"('Supply chain', 'data cleansing', 'Data analysis', 'ERP', 'SAP', 'Data management', 'Data quality', 'Operations')",16 Days,0
443,443,Research Analyst,3.4,Janes,19,0,Bangalore/Bengaluru,"('Data analysis', 'Automation', 'French', 'Excel', 'Aerospace', 'Analytical', 'Spanish', 'korean')",30+ Days,0
444,444,Agronomist / Commodity Analyst,0.0,Agre Strategies,0,0,Bangalore/Bengaluru,"('fundamental analysis', 'Agricultural Research', 'supply estimate', 'demand analysis', 'Commodity Analyst', 'field work', 'data collection', 'Supply')",21 Days,0
445,445,Real Time Analyst,3.0,Knoah Solutions Pvt Ltd,1130,0,Hyderabad/Secunderabad,"('Real Time Analyst', 'Staffing', 'Analytical', 'Scheduling', 'MS Word', 'Forecasting', 'Analytics', 'RTA')",30+ Days,0
446,446,Research Senior Analyst,4.1,Accenture,39812,0,Bangalore/Bengaluru,"('Data management', 'Illustrator', 'Analytical', 'HTML', 'Auditing', 'Data validation', 'CSS', 'Business research')",1 Day,1
447,447,Data Scientist - Deep Learning/Machine Learning,0.0,Serving Skill,0,0,Noida,"('Machine Learning', 'Deep Learning', 'Time series modeling', 'Data Science', 'R', 'Hive', 'Data Scientist', 'Scala')",11 Days,0
448,448,Full Stack Data Scientist,4.9,Aganitha Cognitive Solutions,5,0,"Hyderabad/Secunderabad(Jubilee Hills), Chennai","('Linux', 'Python', 'Data Engineering', 'Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Process')",9 Days,0
449,449,Junior Data Scientist | GeakMinds | Chennai,4.5,Geak Minds,25,0,Remote,"('Machine Learning', 'Python', 'SQL', 'Data', 'Machine')",27 Days,0
450,450,Hiring For Data Science Intern,4.3,Flip Robo Technologies,244,0,"Hybrid - Noida, Uttar Pradesh, Bangalore/Bengaluru","('data science', 'deep learning', 'python', 'nlp', 'machine learning', 'sql', 'Machine', 'Hiring')",15 Days,0
451,451,Associate Product Manager - Data Analytics,4.0,Incred,199,0,Mumbai (All Areas),"('Lending Operations', 'Problem Solving', 'Advanced Ms Excel', 'SQL Coding', 'Python', 'Excel', 'Microsoft', 'Operations')",17 Days,0
452,452,MIS Executive and Analyst,3.8,Crystal Voxx,63,0,Ahmedabad,"('Excel', 'Word', 'Powerpoint', 'Computer Skills', 'Computer', 'Computer Knowledge', 'Analysis', 'MIS')",17 Days,0
453,453,Junior Electrochemistry Analyst,4.4,Chakr Innovation,17,400000,"Gurgaon/ Gurugram, Haryana","('MATLAB', 'Python', 'Analysis', 'Electrochemistry')",9 Days,0
454,454,Data Scientist,3.6,Citylink Technology Solutions,8,0,Pune,"('C++', 'Operations research', 'Neural networks', 'Analytical', 'Machine learning', 'data visualization', 'Data mining', 'SQL')",30+ Days,0
